dataset_system,incident_id,root_cause_service,fault_type,repetition_id,inject_time,metric_start,metric_end,log_start,log_end,trace_start,trace_end,common_start,common_end,pre_onset_common_duration,post_onset_common_duration,eligible,exclusion_reason
RCAEval RE2-OB,currencyservice_loss/1,currencyservice,loss,1,1705388941.0,1705388221.0,1705389661.0,1705388221.06546,1705389660.8962665,1705388221.062,1705389660.895,1705388221.06546,1705389660.895,719.9345400333405,719.8949999809265,True,
RCAEval RE2-OB,currencyservice_loss/2,currencyservice,loss,2,1705708871.0,1705708151.0,1705709591.0,1705708151.0071366,1705709590.8647084,1705708151.0,1705709590.864,1705708151.0071366,1705709590.864,719.9928634166718,719.864000082016,True,
RCAEval RE2-OB,currencyservice_loss/3,currencyservice,loss,3,1705711158.0,1705710438.0,1705711878.0,1705710438.2303824,1705711877.8976536,1705710438.23,1705711877.896,1705710438.2303824,1705711877.896,719.7696175575256,719.8959999084473,True,
RCAEval RE2-OB,currencyservice_mem/1,currencyservice,mem,1,1705464519.0,1705463799.0,1705465239.0,1705463799.098668,1705465238.9843903,1705463799.098,1705465238.992,1705463799.098668,1705465238.9843903,719.9013319015503,719.9843902587891,True,
RCAEval RE2-OB,currencyservice_mem/2,currencyservice,mem,2,1705749889.0,1705749169.0,1705750609.0,1705749169.0023465,1705750608.9937553,1705749169.002,1705750608.998,1705749169.0023465,1705750608.9937553,719.9976534843445,719.9937553405762,True,
RCAEval RE2-OB,currencyservice_mem/3,currencyservice,mem,3,1705690057.0,1705689337.0,1705690777.0,1705689337.000822,1705690776.945146,1705689337.0,1705690776.947,1705689337.000822,1705690776.945146,719.9991779327393,719.9451460838318,True,
RCAEval RE2-OB,currencyservice_socket/1,currencyservice,socket,1,1705479661.0,1705478941.0,1705480381.0,1705478941.0151668,1705480380.9897935,1705478941.018,1705480381.0,1705478941.018,1705480380.9897935,719.9820001125336,719.9897935390472,True,
RCAEval RE2-OB,currencyservice_socket/2,currencyservice,socket,2,1705697241.0,1705696521.0,1705697961.0,1705696521.1296213,1705697960.9170153,1705696521.129,1705697960.913,1705696521.1296213,1705697960.913,719.8703787326813,719.9130001068115,True,
RCAEval RE2-OB,currencyservice_socket/3,currencyservice,socket,3,1705699619.0,1705698899.0,1705700339.0,1705698899.0038512,1705700338.9921334,1705698899.0,1705700339.0,1705698899.0038512,1705700338.9921334,719.9961488246918,719.9921333789825,True,
RCAEval RE2-OB,emailservice_cpu/1,emailservice,cpu,1,1705350165.0,1705349445.0,1705350885.0,1705349445.1211317,1705350884.9724176,1705349445.111,1705350885.0,1705349445.1211317,1705350884.9724176,719.8788683414459,719.9724175930023,True,
RCAEval RE2-OB,emailservice_cpu/2,emailservice,cpu,2,1705592998.0,1705592278.0,1705593718.0,1705592278.0050642,1705593717.9729714,1705592278.0,1705593717.969,1705592278.0050642,1705593717.969,719.9949357509613,719.9690001010895,True,
RCAEval RE2-OB,emailservice_cpu/3,emailservice,cpu,3,1705595469.0,1705594749.0,1705596189.0,1705594749.0005066,1705596188.9910464,1705594749.0,1705596188.985,1705594749.0005066,1705596188.985,719.9994933605194,719.9849998950958,True,
RCAEval RE2-OB,emailservice_delay/1,emailservice,delay,1,1705733346.0,1705732626.0,1705734066.0,1705732626.0027642,1705734065.929504,1705732626.0,1705734065.923,1705732626.0027642,1705734065.923,719.9972357749939,719.9230000972748,True,
RCAEval RE2-OB,emailservice_delay/2,emailservice,delay,2,1705735702.0,1705734982.0,1705736422.0,1705734982.0023675,1705736421.9896264,1705734982.0,1705736422.0,1705734982.0023675,1705736421.9896264,719.9976325035095,719.9896264076233,True,
RCAEval RE2-OB,emailservice_delay/3,emailservice,delay,3,1705738059.0,1705737339.0,1705738779.0,1705737339.0101712,1705738778.9301279,1705737339.009,1705738778.927,1705737339.0101712,1705738778.927,719.989828824997,719.9270000457764,True,
RCAEval RE2-OB,emailservice_disk/1,emailservice,disk,1,1705370095.0,1705369375.0,1705370815.0,1705369375.0643206,1705370814.9031777,1705369375.062,1705370814.899,1705369375.0643206,1705370814.899,719.93567943573,719.8989999294281,True,
RCAEval RE2-OB,emailservice_disk/2,emailservice,disk,2,1705602964.0,1705602244.0,1705603684.0,1705602244.0239499,1705603683.8765092,1705602244.023,1705603683.872,1705602244.0239499,1705603683.872,719.9760501384735,719.8719999790192,True,
RCAEval RE2-OB,emailservice_disk/3,emailservice,disk,3,1705719294.0,1705718574.0,1705720014.0,1705718574.0039847,1705719884.1079485,1705718574.002,1705719884.376,1705718574.0039847,1705719884.1079485,719.9960153102875,590.1079485416412,False,truncated common post-onset coverage (590.1 s)
RCAEval RE2-OB,emailservice_loss/1,emailservice,loss,1,1705351632.0,1705350912.0,1705352352.0,1705350912.4066699,1705352351.9915984,1705350912.191,1705352351.993,1705350912.4066699,1705352351.9915984,719.5933301448822,719.991598367691,True,
RCAEval RE2-OB,emailservice_loss/2,emailservice,loss,2,1705740414.0,1705739694.0,1705741134.0,1705739694.2156293,1705741133.998368,1705739694.215,1705741134.0,1705739694.2156293,1705741133.998368,719.7843706607819,719.998368024826,True,
RCAEval RE2-OB,emailservice_loss/3,emailservice,loss,3,1705742773.0,1705742053.0,1705743493.0,1705742053.0019963,1705743492.9979403,1705742053.0,1705743493.0,1705742053.0019963,1705743492.9979403,719.9980037212372,719.9979403018951,True,
RCAEval RE2-OB,emailservice_mem/1,emailservice,mem,1,1705475505.0,1705474785.0,1705476225.0,1705474785.0001028,1705476224.9989383,1705474785.283,1705476225.0,1705474785.283,1705476224.9989383,719.7170000076294,719.9989383220673,True,
RCAEval RE2-OB,emailservice_mem/2,emailservice,mem,2,1705597985.0,1705597265.0,1705598705.0,1705597265.0042398,1705598704.9994752,1705597265.001,1705598705.0,1705597265.0042398,1705598704.9994752,719.9957602024078,719.9994752407074,True,
RCAEval RE2-OB,emailservice_mem/3,emailservice,mem,3,1705600502.0,1705599782.0,1705601222.0,1705599782.0876386,1705601221.9978218,1705599782.087,1705601221.999,1705599782.0876386,1705601221.9978218,719.9123613834381,719.9978218078613,True,
RCAEval RE2-OB,emailservice_socket/1,emailservice,socket,1,1705726260.0,1705725540.0,1705726980.0,1705725540.172438,1705726979.997911,1705725540.002,1705726980.0,1705725540.172438,1705726979.997911,719.8275620937347,719.9979109764099,True,
RCAEval RE2-OB,emailservice_socket/2,emailservice,socket,2,1705728625.0,1705727905.0,1705729345.0,1705727905.3314524,1705729344.999124,1705727905.001,1705729344.996,1705727905.3314524,1705729344.996,719.6685476303101,719.9960000514984,True,
RCAEval RE2-OB,emailservice_socket/3,emailservice,socket,3,1705730978.0,1705730258.0,1705731698.0,1705730258.0003595,1705731697.9983099,1705730258.003,1705731697.999,1705730258.003,1705731697.9983099,719.9969999790192,719.9983098506927,True,
RCAEval RE2-OB,productcatalogservice_cpu/1,productcatalogservice,cpu,1,1705340542.0,1705339822.0,1705341262.0,1705339822.0493808,1705341261.9992175,1705339822.0,1705341262.0,1705339822.0493808,1705341261.9992175,719.9506192207336,719.9992175102234,True,
RCAEval RE2-OB,productcatalogservice_cpu/2,productcatalogservice,cpu,2,1705486848.0,1705486128.0,1705487568.0,1705486128.0016997,1705487567.999041,1705486128.0,1705487567.999,1705486128.0016997,1705487567.999,719.9983003139496,719.9990000724792,True,
RCAEval RE2-OB,productcatalogservice_cpu/3,productcatalogservice,cpu,3,1705489222.0,1705488502.0,1705489942.0,1705488502.001815,1705489941.9829776,1705488502.0,1705489942.0,1705488502.001815,1705489941.9829776,719.9981849193573,719.9829776287079,True,
RCAEval RE2-OB,productcatalogservice_delay/1,productcatalogservice,delay,1,1705394578.0,1705393858.0,1705395298.0,1705393858.001983,1705395297.997067,1705393858.0,1705395298.0,1705393858.001983,1705395297.997067,719.9980170726776,719.9970669746399,True,
RCAEval RE2-OB,productcatalogservice_delay/2,productcatalogservice,delay,2,1705514496.0,1705513776.0,1705515216.0,1705513776.0016463,1705515215.9991019,1705513776.001,1705515215.998,1705513776.0016463,1705515215.998,719.9983537197113,719.9979999065399,True,
RCAEval RE2-OB,productcatalogservice_delay/3,productcatalogservice,delay,3,1705516829.0,1705516109.0,1705517549.0,1705516109.002257,1705517548.9907663,1705516109.0,1705517548.994,1705516109.002257,1705517548.9907663,719.9977428913116,719.99076628685,True,
RCAEval RE2-OB,productcatalogservice_disk/1,productcatalogservice,disk,1,1705360699.0,1705359979.0,1705361419.0,1705359979.0006247,1705361418.962037,1705359979.0,1705361418.969,1705359979.0006247,1705361418.962037,719.9993753433228,719.9620370864868,True,
RCAEval RE2-OB,productcatalogservice_disk/2,productcatalogservice,disk,2,1705496111.0,1705495391.0,1705496831.0,1705495391.000856,1705496830.9998903,1705495391.0,1705496831.0,1705495391.000856,1705496830.9998903,719.999144077301,719.9998903274536,True,
RCAEval RE2-OB,productcatalogservice_disk/3,productcatalogservice,disk,3,1708472972.0,1708472252.0,1708473692.0,1708472252.0024755,1708473691.9827473,1708472252.0,1708473691.982,1708472252.0024755,1708473691.982,719.9975244998932,719.9820001125336,True,
RCAEval RE2-OB,productcatalogservice_loss/1,productcatalogservice,loss,1,1705342830.0,1705342110.0,1705343550.0,1705342110.0007942,1705343548.263069,1705342110.001,1705343549.558,1705342110.001,1705343548.263069,719.9990000724792,718.2630689144135,True,
RCAEval RE2-OB,productcatalogservice_loss/2,productcatalogservice,loss,2,1705519114.0,1705518394.0,1705519834.0,1705518394.0026913,1705519830.114355,1705518394.002,1705519833.621,1705518394.0026913,1705519830.114355,719.9973087310791,716.1143550872803,True,
RCAEval RE2-OB,productcatalogservice_loss/3,productcatalogservice,loss,3,1705717097.0,1705716377.0,1705717817.0,1705716377.0044074,1705717816.7307823,1705716377.001,1705717816.732,1705716377.0044074,1705717816.7307823,719.9955925941467,719.7307822704315,True,
RCAEval RE2-OB,productcatalogservice_mem/1,productcatalogservice,mem,1,1705357616.0,1705356896.0,1705358336.0,1705356896.2717855,1705358335.962664,1705356896.271,1705358335.962,1705356896.2717855,1705358335.962,719.7282145023346,719.9619998931885,True,
RCAEval RE2-OB,productcatalogservice_mem/2,productcatalogservice,mem,2,1705491651.0,1705490931.0,1705492371.0,1705490931.0128703,1705492370.7593405,1705490931.0,1705492370.759,1705490931.0128703,1705492370.759,719.9871296882629,719.7590000629425,True,
RCAEval RE2-OB,productcatalogservice_mem/3,productcatalogservice,mem,3,1705493908.0,1705493188.0,1705494628.0,1705493188.0036235,1705494627.9998362,1705493188.003,1705494627.995,1705493188.0036235,1705494627.995,719.9963765144348,719.9949998855591,True,
RCAEval RE2-OB,productcatalogservice_socket/1,productcatalogservice,socket,1,1705392233.0,1705391513.0,1705392953.0,1705391513.1254566,1705392952.9827602,1705391513.125,1705392952.988,1705391513.1254566,1705392952.9827602,719.874543428421,719.9827601909637,True,
RCAEval RE2-OB,productcatalogservice_socket/2,productcatalogservice,socket,2,1705509677.0,1705508957.0,1705510397.0,1705508957.0019567,1705510396.59167,1705508957.0,1705510396.642,1705508957.0019567,1705510396.59167,719.9980432987213,719.5916700363159,True,
RCAEval RE2-OB,productcatalogservice_socket/3,productcatalogservice,socket,3,1705512067.0,1705511347.0,1705512787.0,1705511347.0062115,1705512786.9969223,1705511347.001,1705512786.999,1705511347.0062115,1705512786.9969223,719.9937884807587,719.9969222545624,True,
RCAEval RE2-OB,recommendationservice_cpu/1,recommendationservice,cpu,1,1705345765.0,1705345045.0,1705346485.0,1705345045.0032904,1705346484.9992094,1705345045.0,1705346485.0,1705345045.0032904,1705346484.9992094,719.9967095851898,719.9992094039917,True,
RCAEval RE2-OB,recommendationservice_cpu/2,recommendationservice,cpu,2,1705525832.0,1705525112.0,1705526552.0,1705525112.0418434,1705526551.9800777,1705525112.041,1705526551.982,1705525112.0418434,1705526551.9800777,719.9581565856934,719.9800777435303,True,
RCAEval RE2-OB,recommendationservice_cpu/3,recommendationservice,cpu,3,1705528257.0,1705527537.0,1705528977.0,1705527537.0051138,1705528976.9959888,1705527537.004,1705528977.0,1705527537.0051138,1705528976.9959888,719.9948861598969,719.9959888458252,True,
RCAEval RE2-OB,recommendationservice_delay/1,recommendationservice,delay,1,1705400377.0,1705399657.0,1705401097.0,1705399657.1335692,1705401096.9978642,1705399657.133,1705401097.0,1705399657.1335692,1705401096.9978642,719.8664307594299,719.9978642463684,True,
RCAEval RE2-OB,recommendationservice_delay/2,recommendationservice,delay,2,1705545315.0,1705544595.0,1705546035.0,1705544595.0224304,1705546034.9807532,1705544595.017,1705546034.985,1705544595.0224304,1705546034.9807532,719.9775695800781,719.9807531833649,True,
RCAEval RE2-OB,recommendationservice_delay/3,recommendationservice,delay,3,1705547762.0,1705547042.0,1705548482.0,1705547042.0848267,1705548481.9965277,1705547042.084,1705548481.998,1705547042.0848267,1705548481.9965277,719.91517329216,719.996527671814,True,
RCAEval RE2-OB,recommendationservice_disk/1,recommendationservice,disk,1,1705366522.0,1705365802.0,1705367242.0,1705365802.003483,1705367241.6662028,1705365802.006,1705367241.667,1705365802.006,1705367241.6662028,719.9939999580383,719.6662027835846,True,
RCAEval RE2-OB,recommendationservice_disk/2,recommendationservice,disk,2,1705535461.0,1705534741.0,1705536181.0,1705534741.1187527,1705536180.9974692,1705534741.118,1705536180.991,1705534741.1187527,1705536180.991,719.8812472820282,719.9909999370575,True,
RCAEval RE2-OB,recommendationservice_disk/3,recommendationservice,disk,3,1705537934.0,1705537214.0,1705538654.0,1705537214.0006971,1705538653.9849863,1705537214.003,1705538653.981,1705537214.003,1705538653.981,719.9969999790192,719.9809999465942,True,
RCAEval RE2-OB,recommendationservice_loss/1,recommendationservice,loss,1,1705347231.0,1705346511.0,1705347951.0,1705346511.0015802,1705347950.9999301,1705346511.0,1705347950.992,1705346511.0015802,1705347950.992,719.9984197616577,719.9920001029968,True,
RCAEval RE2-OB,recommendationservice_loss/2,recommendationservice,loss,2,1705583459.0,1705582739.0,1705584179.0,1705582739.001164,1705584178.970468,1705582739.097,1705584178.967,1705582739.097,1705584178.967,719.9030001163483,719.9670000076294,True,
RCAEval RE2-OB,recommendationservice_loss/3,recommendationservice,loss,3,1705757332.0,1705756612.0,1705758052.0,1705756612.0294514,1705758051.9923456,1705756612.028,1705758051.994,1705756612.0294514,1705758051.9923456,719.9705486297607,719.992345571518,True,
RCAEval RE2-OB,recommendationservice_mem/1,recommendationservice,mem,1,1705458232.0,1705457512.0,1705458952.0,1705457512.0198882,1705458951.9445133,1705457512.017,1705458951.945,1705457512.0198882,1705458951.9445133,719.9801118373871,719.9445133209229,True,
RCAEval RE2-OB,recommendationservice_mem/2,recommendationservice,mem,2,1705530692.0,1705529972.0,1705531412.0,1705529972.001948,1705531411.9445193,1705529972.0,1705531411.944,1705529972.001948,1705531411.944,719.9980518817902,719.944000005722,True,
RCAEval RE2-OB,recommendationservice_mem/3,recommendationservice,mem,3,1705533073.0,1705532353.0,1705533793.0,1705532353.000017,1705533792.8863358,1705532353.0,1705533792.881,1705532353.000017,1705533792.881,719.9999830722809,719.8810000419617,True,
RCAEval RE2-OB,recommendationservice_socket/1,recommendationservice,socket,1,1705398242.0,1705397522.0,1705398962.0,1705397522.2377148,1705398961.8768795,1705397522.237,1705398961.872,1705397522.2377148,1705398961.872,719.762285232544,719.8719999790192,True,
RCAEval RE2-OB,recommendationservice_socket/2,recommendationservice,socket,2,1705540396.0,1705539676.0,1705541116.0,1705539676.1517231,1705541115.5183632,1705539676.151,1705541115.514,1705539676.1517231,1705541115.514,719.8482768535614,719.5139999389648,True,
RCAEval RE2-OB,recommendationservice_socket/3,recommendationservice,socket,3,1705542843.0,1705542123.0,1705543563.0,1705542123.0001168,1705543562.943769,1705542123.0,1705543562.939,1705542123.0001168,1705543562.939,719.9998831748962,719.9389998912811,True,
RCAEval RE2-TT,ts-auth-service_cpu/1,ts-auth-service,cpu,1,1705918105.0,1705917385.0,1705918825.0,1705917385.0015962,1705918824.9871335,1705917385.0,1705918825.0,1705917385.0015962,1705918824.9871335,719.9984037876129,719.9871335029602,True,
RCAEval RE2-TT,ts-auth-service_cpu/2,ts-auth-service,cpu,2,1706023611.0,1706022891.0,1706024331.0,1706022891.2394795,1706024330.9663677,1706022891.238,1706024330.999,1706022891.2394795,1706024330.9663677,719.7605204582214,719.9663677215576,True,
RCAEval RE2-TT,ts-auth-service_cpu/3,ts-auth-service,cpu,3,1706025155.0,1706024435.0,1706025875.0,1706024435.271974,1706025874.9065373,1706024435.002,1706025874.901,1706024435.271974,1706025874.901,719.7280259132385,719.9010000228882,True,
RCAEval RE2-TT,ts-auth-service_delay/1,ts-auth-service,delay,1,1705921865.0,1705921145.0,1705922585.0,1705921145.4298682,1705922584.918116,1705921145.002,1705922584.999,1705921145.4298682,1705922584.918116,719.570131778717,719.9181160926819,True,
RCAEval RE2-TT,ts-auth-service_delay/2,ts-auth-service,delay,2,1706043049.0,1706042329.0,1706043769.0,1706042329.0362391,1706043768.9327219,1706042329.036,1706043768.927,1706042329.0362391,1706043768.927,719.9637608528137,719.9270000457764,True,
RCAEval RE2-TT,ts-auth-service_delay/3,ts-auth-service,delay,3,1708817505.0,1708816785.0,1708818225.0,1708816785.0398493,1708818224.9356747,1708816785.0,1708818224.929,1708816785.0398493,1708818224.929,719.960150718689,719.9289999008179,True,
RCAEval RE2-TT,ts-auth-service_disk/1,ts-auth-service,disk,1,1705980016.0,1705979296.0,1705980736.0,1705979296.6033673,1705980735.9980938,1705979296.601,1705980736.0,1705979296.6033673,1705980735.9980938,719.3966326713562,719.9980938434601,True,
RCAEval RE2-TT,ts-auth-service_disk/2,ts-auth-service,disk,2,1706031906.0,1706031186.0,1706032626.0,1706031186.1777341,1706032625.0877533,1706031186.175,1706032625.082,1706031186.1777341,1706032625.082,719.8222658634186,719.0820000171661,True,
RCAEval RE2-TT,ts-auth-service_disk/3,ts-auth-service,disk,3,1706033453.0,1706032733.0,1706034173.0,1706032733.0117822,1706034172.9949226,1706032733.008,1706034172.997,1706032733.0117822,1706034172.9949226,719.988217830658,719.9949226379395,True,
RCAEval RE2-TT,ts-auth-service_loss/1,ts-auth-service,loss,1,1705983003.0,1705982283.0,1705983723.0,1705982283.5128965,1705983722.9997284,1705982283.511,1705983722.999,1705982283.5128965,1705983722.999,719.4871034622192,719.9990000724792,True,
RCAEval RE2-TT,ts-auth-service_loss/2,ts-auth-service,loss,2,1706044594.0,1706043874.0,1706045314.0,1706043874.0514047,1706045312.823497,1706043874.049,1706045312.818,1706043874.0514047,1706045312.818,719.9485952854156,718.8180000782013,True,
RCAEval RE2-TT,ts-auth-service_loss/3,ts-auth-service,loss,3,1706046142.0,1706045422.0,1706046862.0,1706045422.005958,1706046861.994215,1706045422.0,1706046862.0,1706045422.005958,1706046861.994215,719.9940419197083,719.9942150115967,True,
RCAEval RE2-TT,ts-auth-service_mem/1,ts-auth-service,mem,1,1706026700.0,1706025980.0,1706027420.0,1706025980.0045297,1706027419.999969,1706025980.003,1706027419.998,1706025980.0045297,1706027419.998,719.9954702854156,719.9979999065399,True,
RCAEval RE2-TT,ts-auth-service_mem/2,ts-auth-service,mem,2,1706028246.0,1706027526.0,1706028966.0,1706027526.0650032,1706028965.8614933,1706027526.103,1706028965.844,1706027526.103,1706028965.844,719.8970000743866,719.8440001010895,True,
RCAEval RE2-TT,ts-auth-service_mem/3,ts-auth-service,mem,3,1708747254.0,1708746534.0,1708747974.0,1708746534.0299723,1708747973.9970765,1708746534.028,1708747973.998,1708746534.0299723,1708747973.9970765,719.9700276851654,719.997076511383,True,
RCAEval RE2-TT,ts-auth-service_socket/1,ts-auth-service,socket,1,1705981508.0,1705980788.0,1705982228.0,1705980788.111494,1705982227.9981265,1705980788.049,1705982227.998,1705980788.111494,1705982227.998,719.888505935669,719.9979999065399,True,
RCAEval RE2-TT,ts-auth-service_socket/2,ts-auth-service,socket,2,1708748796.0,1708748076.0,1708749516.0,1708748076.0097318,1708749515.9997406,1708748076.0,1708749516.0,1708748076.0097318,1708749515.9997406,719.9902682304382,719.9997406005859,True,
RCAEval RE2-TT,ts-auth-service_socket/3,ts-auth-service,socket,3,1706036545.0,1706035825.0,1706037265.0,1706035825.0020268,1706037264.9675899,1706035825.001,1706037264.999,1706035825.0020268,1706037264.9675899,719.9979732036591,719.9675898551941,True,
RCAEval RE2-TT,ts-order-service_cpu/1,ts-order-service,cpu,1,1705935125.0,1705934405.0,1705935845.0,1705934405.0008366,1705935844.8986268,1705934405.002,1705935844.898,1705934405.002,1705935844.898,719.9979999065399,719.8980000019073,True,
